# t (s),mx (A/m),my (A/m),mz (A/m),B_extx (T),B_exty (T),B_extz (T),E_total (J),E_anis (J),E_exch (J),E_demag (J),E_Zeeman (J)
0,5.10E-02,-2.36E+00,-9539.978337,0,0,0,1.59E-16,0,8.09E-17,7.82E-17,0
0,12492.19296,-1.06E+00,-9541.112922,0.001,0,0,1.59E-16,0,8.09E-17,7.82E-17,-2.46E-20
0,28999.8216,-2.65E-01,-9545.50899,0.002,0,0,1.59E-16,0,8.08E-17,7.84E-17,-1.14E-19
0,60479.3142,-8.41E-02,-9572.585985,0.003,0,0,1.59E-16,0,8.08E-17,7.85E-17,-3.57E-19
0,80192.64906,-4.17E-02,-9563.53581,0.004,0,0,1.59E-16,0,8.09E-17,7.86E-17,-6.31E-19
0,94258.87992,-3.29E-02,-9541.456974,0.004999999,0,0,1.59E-16,0,8.09E-17,7.87E-17,-9.27E-19
0,108018.383,-2.40E-02,-9518.42943,0.006000001,0,0,1.58E-16,0,8.09E-17,7.88E-17,-1.27E-18
0,126366.9224,-2.44E-02,-9505.332198,0.007,0,0,1.58E-16,0,8.09E-17,7.90E-17,-1.74E-18
0,147418.9564,-2.60E-02,-9540.058707,0.008,0,0,1.58E-16,0,8.09E-17,7.93E-17,-2.32E-18
0,167177.9619,-2.81E-02,-9566.496846,0.009,0,0,1.58E-16,0,8.10E-17,7.96E-17,-2.96E-18
0,186352.1919,-2.46E-02,-9542.16081,0.009999999,0,0,1.57E-16,0,8.10E-17,7.99E-17,-3.66E-18
0,205028.7503,-2.30E-02,-9491.904423,0.011,0,0,1.57E-16,0,8.11E-17,8.03E-17,-4.43E-18
0,225076.6467,-1.87E-02,-9472.289697,0.012000001,0,0,1.56E-16,0,8.12E-17,8.06E-17,-5.31E-18
0,240155.0334,-2.21E-02,-9487.49211,0.012999998,0,0,1.56E-16,0,8.12E-17,8.10E-17,-6.14E-18
0,254653.5762,-1.95E-02,-9506.188053,0.014,0,0,1.56E-16,0,8.12E-17,8.13E-17,-7.01E-18
0,272900.7981,-1.68E-02,-9512.286084,0.015,0,0,1.55E-16,0,8.13E-17,8.18E-17,-8.05E-18
0,300435.2694,-1.75E-02,-9465.6708,0.016,0,0,1.54E-16,0,8.13E-17,8.26E-17,-9.45E-18
0,320991.8292,-1.01E-02,-9444.041523,0.017000003,0,0,1.54E-16,0,8.15E-17,8.31E-17,-1.07E-17
0,334796.8302,-5.62E-03,-9436.71024,0.018,0,0,1.53E-16,0,8.16E-17,8.35E-17,-1.18E-17
0,347725.3707,-1.35E-02,-9431.020044,0.019,0,0,1.53E-16,0,8.16E-17,8.39E-17,-1.30E-17
0,362665.0251,-9.26E-03,-9424.448343,0.019999998,0,0,1.52E-16,0,8.17E-17,8.44E-17,-1.43E-17
0,388337.5116,-9.46E-03,-9420.255936,0.021,0,0,1.51E-16,0,8.17E-17,8.54E-17,-1.60E-17
0,412817.8545,-8.66E-03,-9421.865217,0.022,0,0,1.50E-16,0,8.19E-17,8.63E-17,-1.79E-17
0,428562.1494,-1.56E-02,-9400.802805,0.023,0,0,1.49E-16,0,8.20E-17,8.68E-17,-1.94E-17
0,442380.2832,-1.26E-02,-9374.128173,0.024000002,0,0,1.49E-16,0,8.21E-17,8.74E-17,-2.09E-17
0,457822.917,-1.48E-02,-9347.056137,0.025000002,0,0,1.48E-16,0,8.22E-17,8.80E-17,-2.25E-17
0,479593.8846,-1.49E-02,-9350.008794,0.025999997,0,0,1.47E-16,0,8.23E-17,8.90E-17,-2.45E-17
0,499211.928,-2.26E-02,-9389.824434,0.026999999,0,0,1.46E-16,0,8.25E-17,8.99E-17,-2.65E-17
0,517309.4223,-1.83E-02,-9405.83106,0.027999999,0,0,1.45E-16,0,8.26E-17,9.07E-17,-2.85E-17
0,534665.358,-1.97E-02,-9388.24884,0.029,0,0,1.44E-16,0,8.27E-17,9.16E-17,-3.05E-17
0,554151.9195,-2.71E-02,-9360.182097,0.03,0,0,1.43E-16,0,8.29E-17,9.25E-17,-3.27E-17
0,574155.3114,-2.37E-02,-9380.81034,0.031000001,0,0,1.42E-16,0,8.31E-17,9.35E-17,-3.50E-17
0,588973.4703,-3.17E-02,-9424.641744,0.032,0,0,1.41E-16,0,8.33E-17,9.43E-17,-3.71E-17
0,603137.7252,-3.99E-02,-9472.86819,0.032999996,0,0,1.39E-16,0,8.34E-17,9.51E-17,-3.91E-17
0,619482.8115,-3.37E-02,-9522.816093,0.034000006,0,0,1.38E-16,0,8.35E-17,9.60E-17,-4.14E-17
0,642580.722,-3.85E-02,-9575.17065,0.035,0,0,1.37E-16,0,8.37E-17,9.74E-17,-4.42E-17
0,664965.477,-3.98E-02,-9660.19869,0.036,0,0,1.36E-16,0,8.40E-17,9.87E-17,-4.71E-17
0,679645.2627,-4.20E-02,-9739.19385,0.037,0,0,1.34E-16,0,8.42E-17,9.95E-17,-4.94E-17
0,692649.7272,-4.63E-02,-9820.75572,0.038,0,0,1.33E-16,0,8.44E-17,1.00E-16,-5.17E-17
0,706318.3044,-4.74E-02,-9918.276165,0.039,0,0,1.32E-16,0,8.45E-17,1.01E-16,-5.42E-17
0,724279.905,-4.29E-02,-10067.01658,0.039999995,0,0,1.30E-16,0,8.47E-17,1.02E-16,-5.70E-17
0,750649.815,-4.33E-02,-10372.53168,0.041000005,0,0,1.29E-16,0,8.50E-17,1.04E-16,-6.05E-17
0,772010.109,-4.64E-02,-10682.73355,0.042,0,0,1.27E-16,0,8.53E-17,1.06E-16,-6.37E-17
0,795737.043,-4.63E-02,-11105.52763,0.043000005,0,0,1.26E-16,0,8.55E-17,1.07E-16,-6.73E-17
0,1532732.166,-9.43E-03,-1095.012112,0.044,0,0,6.33E-18,0,3.31E-17,1.06E-16,-1.33E-16
0,1535929.302,-1.29E-02,-1187.644847,0.045,0,0,3.31E-18,0,3.29E-17,1.06E-16,-1.36E-16
0,1539148.873,-9.77E-03,-1291.11156,0.046,0,0,2.86E-19,0,3.28E-17,1.07E-16,-1.39E-16
0,1542424.703,-7.56E-03,-1408.674488,0.046999995,0,0,-2.74E-18,0,3.26E-17,1.07E-16,-1.43E-16
0,1545802.979,-1.37E-02,-1545.383772,0.048000004,0,0,-5.78E-18,0,3.24E-17,1.08E-16,-1.46E-16
0,1549353.605,-1.14E-02,-1710.046854,0.049,0,0,-8.82E-18,0,3.22E-17,1.08E-16,-1.49E-16
0,1553217.111,-1.03E-02,-1922.040513,0.050000004,0,0,-1.19E-17,0,3.19E-17,1.09E-16,-1.53E-16
0,1557901.314,-6.79E-03,-2253.460914,0.051,0,0,-1.49E-17,0,3.15E-17,1.10E-16,-1.56E-16
0,1645447.329,-5.65E-03,3.73E-05,0.051999994,0,0,-3.09E-17,0,7.40E-18,1.30E-16,-1.68E-16
0,1645894.939,-1.81E-02,1.91E-08,0.053,0,0,-3.41E-17,0,7.37E-18,1.30E-16,-1.72E-16
0,1646339.316,-1.21E-02,6.22E-12,0.053999998,0,0,-3.73E-17,0,7.33E-18,1.30E-16,-1.75E-16
0,1646780.616,-9.88E-03,1.07E-15,0.055000003,0,0,-4.06E-17,0,7.30E-18,1.30E-16,-1.78E-16
0,1647218.889,-1.07E-02,2.19E-19,0.055999998,0,0,-4.38E-17,0,7.27E-18,1.30E-16,-1.81E-16
0,1647654.135,-1.01E-02,3.34E-23,0.057000004,0,0,-4.71E-17,0,7.24E-18,1.30E-16,-1.85E-16
0,1648086.304,-1.39E-02,1.15E-27,0.058,0,0,-5.03E-17,0,7.21E-18,1.30E-16,-1.88E-16
0,1648515.753,-1.70E-02,1.02E-31,0.059000008,0,0,-5.35E-17,0,7.18E-18,1.31E-16,-1.91E-16
0,1648942.159,-9.22E-03,6.77E-36,0.06,0,0,-5.68E-17,0,7.14E-18,1.31E-16,-1.95E-16
0,1649365.862,-1.26E-02,0,0.060999997,0,0,-6.00E-17,0,7.11E-18,1.31E-16,-1.98E-16
0,1649786.625,-1.02E-02,0,0.062000003,0,0,-6.33E-17,0,7.08E-18,1.31E-16,-2.01E-16
0,1650204.72,-1.47E-02,0,0.063,0,0,-6.65E-17,0,7.05E-18,1.31E-16,-2.04E-16
0,1650620.13,-1.18E-02,0,0.064,0,0,-6.98E-17,0,7.02E-18,1.31E-16,-2.08E-16
0,1651032.822,-1.22E-02,0,0.065,0,0,-7.30E-17,0,6.99E-18,1.31E-16,-2.11E-16
0,1651442.863,-1.25E-02,0,0.06599999,0,0,-7.62E-17,0,6.96E-18,1.31E-16,-2.14E-16
0,1651850.424,-1.15E-02,0,0.067,0,0,-7.95E-17,0,6.93E-18,1.31E-16,-2.18E-16
0,1652255.181,-1.33E-02,0,0.06800001,0,0,-8.27E-17,0,6.90E-18,1.31E-16,-2.21E-16
0,1652657.544,-1.40E-02,0,0.069,0,0,-8.60E-17,0,6.88E-18,1.31E-16,-2.24E-16
0,1653057.855,-1.34E-02,0,0.07,0,0,-8.92E-17,0,6.85E-18,1.31E-16,-2.28E-16
0,1653455.259,-1.36E-02,0,0.071,0,0,-9.25E-17,0,6.82E-18,1.31E-16,-2.31E-16
0,1653850.611,-1.21E-02,0,0.072,0,0,-9.57E-17,0,6.79E-18,1.32E-16,-2.34E-16
0,1654243.33,-4.90E-03,0,0.07300001,0,0,-9.90E-17,0,6.76E-18,1.32E-16,-2.37E-16
0,1654633.688,-1.01E-02,0,0.074,0,0,-1.02E-16,0,6.73E-18,1.32E-16,-2.41E-16
0,1655021.961,-9.42E-03,0,0.074999996,0,0,-1.06E-16,0,6.70E-18,1.32E-16,-2.44E-16
0,1655408.011,-8.61E-03,0,0.076,0,0,-1.09E-16,0,6.68E-18,1.32E-16,-2.47E-16
0,1655791.752,-1.03E-02,0,0.077,0,0,-1.12E-16,0,6.65E-18,1.32E-16,-2.51E-16
0,1656173.304,-9.36E-03,0,0.078,0,0,-1.15E-16,0,6.62E-18,1.32E-16,-2.54E-16
0,1656552.924,-1.25E-02,0,0.079,0,0,-1.19E-16,0,6.59E-18,1.32E-16,-2.57E-16
0,1656930.03,-1.54E-03,0,0.07999999,0,0,-1.22E-16,0,6.56E-18,1.32E-16,-2.61E-16
0,1657305.495,-3.21E-03,0,0.081,0,0,-1.25E-16,0,6.54E-18,1.32E-16,-2.64E-16
0,1657678.788,-4.11E-03,0,0.08200001,0,0,-1.28E-16,0,6.51E-18,1.32E-16,-2.67E-16
0,1658050.029,-8.54E-03,0,0.083,0,0,-1.32E-16,0,6.48E-18,1.33E-16,-2.71E-16
0,1658419.457,-5.75E-03,0,0.084,0,0,-1.35E-16,0,6.46E-18,1.33E-16,-2.74E-16
0,1658786.783,-3.96E-03,0,0.08499999,0,0,-1.38E-16,0,6.43E-18,1.33E-16,-2.77E-16
0,1659152.381,-5.18E-03,0,0.08600001,0,0,-1.41E-16,0,6.40E-18,1.33E-16,-2.81E-16
0,1659516.183,-5.90E-03,0,0.087000005,0,0,-1.45E-16,0,6.38E-18,1.33E-16,-2.84E-16
0,1659878.19,-4.50E-03,0,0.088,0,0,-1.48E-16,0,6.35E-18,1.33E-16,-2.87E-16
0,1660238.316,-9.46E-04,0,0.088999994,0,0,-1.51E-16,0,6.32E-18,1.33E-16,-2.91E-16
0,1660596.732,-3.53E-03,0,0.09,0,0,-1.54E-16,0,6.30E-18,1.33E-16,-2.94E-16
0,1660953.609,-4.01E-03,0,0.091000006,0,0,-1.58E-16,0,6.27E-18,1.33E-16,-2.97E-16
0,1661308.485,1.69E-03,0,0.092,0,0,-1.61E-16,0,6.24E-18,1.33E-16,-3.00E-16
0,1661661.959,-7.44E-03,0,0.093,0,0,-1.64E-16,0,6.22E-18,1.33E-16,-3.04E-16
0,1662013.809,-5.47E-04,0,0.09399999,0,0,-1.67E-16,0,6.19E-18,1.34E-16,-3.07E-16
0,1662364.188,-7.47E-03,0,0.095,0,0,-1.71E-16,0,6.17E-18,1.34E-16,-3.10E-16
0,1662713.028,-1.97E-03,0,0.09600001,0,0,-1.74E-16,0,6.14E-18,1.34E-16,-3.14E-16
0,1663060.158,-3.28E-03,0,0.097,0,0,-1.77E-16,0,6.12E-18,1.34E-16,-3.17E-16
0,1663406.091,-6.62E-03,0,0.098,0,0,-1.81E-16,0,6.09E-18,1.34E-16,-3.20E-16
0,1663750.588,-4.88E-03,0,0.09899999,0,0,-1.84E-16,0,6.07E-18,1.34E-16,-3.24E-16
0,1664093.511,-4.01E-03,0,0.10000001,0,0,-1.87E-16,0,6.04E-18,1.34E-16,-3.27E-16
0,1664435.169,-2.49E-04,0,0.101,0,0,-1.90E-16,0,6.02E-18,1.34E-16,-3.31E-16
0,1664775.801,-8.21E-04,0,0.102,0,0,-1.94E-16,0,5.99E-18,1.34E-16,-3.34E-16
0,1665115.133,-2.99E-03,0,0.10299999,0,0,-1.97E-16,0,5.97E-18,1.34E-16,-3.37E-16
0,1665453.132,5.37E-03,0,0.10399999,0,0,-2.00E-16,0,5.94E-18,1.34E-16,-3.41E-16
0,1665790.002,4.58E-03,0,0.105000004,0,0,-2.03E-16,0,5.92E-18,1.35E-16,-3.44E-16
0,1666125.675,4.95E-03,0,0.106,0,0,-2.07E-16,0,5.89E-18,1.35E-16,-3.47E-16
0,1666460.322,3.43E-03,0,0.107,0,0,-2.10E-16,0,5.87E-18,1.35E-16,-3.51E-16
0,1666794.029,2.56E-03,0,0.107999995,0,0,-2.13E-16,0,5.85E-18,1.35E-16,-3.54E-16
0,1667126.606,6.74E-03,0,0.10899998,0,0,-2.17E-16,0,5.82E-18,1.35E-16,-3.57E-16
0,1667458.175,6.69E-03,0,0.11000001,0,0,-2.20E-16,0,5.80E-18,1.35E-16,-3.61E-16
0,1667788.992,1.32E-02,0,0.111,0,0,-2.23E-16,0,5.77E-18,1.35E-16,-3.64E-16
0,1668118.851,5.61E-03,0,0.111999996,0,0,-2.26E-16,0,5.75E-18,1.35E-16,-3.67E-16
0,1668448.026,5.21E-03,0,0.11299999,0,0,-2.30E-16,0,5.73E-18,1.35E-16,-3.71E-16
0,1668776.346,8.27E-03,0,0.11400001,0,0,-2.33E-16,0,5.70E-18,1.35E-16,-3.74E-16
0,1669104.033,6.91E-03,0,0.115,0,0,-2.36E-16,0,5.68E-18,1.35E-16,-3.77E-16
0,1669431.002,7.75E-03,0,0.116,0,0,-2.40E-16,0,5.66E-18,1.36E-16,-3.81E-16
0,1669757.476,7.19E-03,0,0.11699999,0,0,-2.43E-16,0,5.63E-18,1.36E-16,-3.84E-16
0,1670083.299,7.74E-03,0,0.118000016,0,0,-2.46E-16,0,5.61E-18,1.36E-16,-3.87E-16
0,1670408.969,1.00E-02,0,0.11900001,0,0,-2.49E-16,0,5.59E-18,1.36E-16,-3.91E-16
0,1670733.783,9.84E-03,0,0.12,0,0,-2.53E-16,0,5.56E-18,1.36E-16,-3.94E-16
0,1671058.341,7.01E-03,0,0.121,0,0,-2.56E-16,0,5.54E-18,1.36E-16,-3.98E-16
0,1671382.728,1.66E-02,0,0.121999994,0,0,-2.59E-16,0,5.52E-18,1.36E-16,-4.01E-16
0,1671706.876,1.24E-02,0,0.12300001,0,0,-2.63E-16,0,5.50E-18,1.36E-16,-4.04E-16
0,1672030.818,6.06E-03,0,0.124000005,0,0,-2.66E-16,0,5.47E-18,1.36E-16,-4.08E-16
0,1672354.795,1.27E-02,0,0.125,0,0,-2.69E-16,0,5.45E-18,1.36E-16,-4.11E-16
0,1672678.566,1.17E-02,0,0.126,0,0,-2.72E-16,0,5.43E-18,1.37E-16,-4.14E-16
0,1673002.44,1.03E-02,0,0.12699999,0,0,-2.76E-16,0,5.41E-18,1.37E-16,-4.18E-16
0,1673326.742,1.29E-02,0,0.128,0,0,-2.79E-16,0,5.38E-18,1.37E-16,-4.21E-16
0,1673650.975,2.26E-02,0,0.129,0,0,-2.82E-16,0,5.36E-18,1.37E-16,-4.24E-16
0,1673975.772,1.77E-02,0,0.13,0,0,-2.86E-16,0,5.34E-18,1.37E-16,-4.28E-16
0,1674300.929,1.03E-02,0,0.131,0,0,-2.89E-16,0,5.32E-18,1.37E-16,-4.31E-16
0,1674626.684,1.36E-02,0,0.13199998,0,0,-2.92E-16,0,5.30E-18,1.37E-16,-4.35E-16
0,1674953.208,1.63E-02,0,0.133,0,0,-2.95E-16,0,5.27E-18,1.37E-16,-4.38E-16
0,1675280.502,1.64E-02,0,0.134,0,0,-2.99E-16,0,5.25E-18,1.37E-16,-4.41E-16
0,1675608.651,1.25E-02,0,0.135,0,0,-3.02E-16,0,5.23E-18,1.38E-16,-4.45E-16
0,1675937.997,7.04E-03,0,0.13600002,0,0,-3.05E-16,0,5.21E-18,1.38E-16,-4.48E-16
0,1676268.266,1.12E-02,0,0.13699998,0,0,-3.09E-16,0,5.19E-18,1.38E-16,-4.52E-16
0,1676600.041,1.57E-02,0,0.138,0,0,-3.12E-16,0,5.17E-18,1.38E-16,-4.55E-16
0,1676933.32,2.45E-02,0,0.139,0,0,-3.15E-16,0,5.15E-18,1.38E-16,-4.58E-16
0,1677268.138,1.77E-02,0,0.14,0,0,-3.18E-16,0,5.12E-18,1.38E-16,-4.62E-16
0,1677605.076,2.99E-02,0,0.14100002,0,0,-3.22E-16,0,5.10E-18,1.38E-16,-4.65E-16
0,1677944.169,2.91E-02,0,0.142,0,0,-3.25E-16,0,5.08E-18,1.38E-16,-4.68E-16
0,1678285.143,3.30E-02,0,0.143,0,0,-3.28E-16,0,5.06E-18,1.38E-16,-4.72E-16
0,1678628.853,3.33E-02,0,0.144,0,0,-3.32E-16,0,5.04E-18,1.39E-16,-4.75E-16
0,1678975.128,3.61E-02,0,0.145,0,0,-3.35E-16,0,5.02E-18,1.39E-16,-4.79E-16
0,1679324.652,2.58E-02,0,0.14600001,0,0,-3.38E-16,0,5.00E-18,1.39E-16,-4.82E-16
0,1679677.596,2.84E-02,0,0.147,0,0,-3.42E-16,0,4.98E-18,1.39E-16,-4.85E-16
0,1680033.857,3.68E-02,0,0.148,0,0,-3.45E-16,0,4.96E-18,1.39E-16,-4.89E-16
0,1680394.36,4.16E-02,0,0.149,0,0,-3.48E-16,0,4.94E-18,1.39E-16,-4.92E-16
0,1680759.239,3.17E-02,0,0.14999999,0,0,-3.51E-16,0,4.92E-18,1.39E-16,-4.96E-16
0,1680398.429,3.60E-02,0,0.149,0,0,-3.48E-16,0,4.94E-18,1.39E-16,-4.92E-16
0,1680037.38,4.02E-02,0,0.148,0,0,-3.45E-16,0,4.96E-18,1.39E-16,-4.89E-16
0,1679680.845,2.26E-02,0,0.147,0,0,-3.42E-16,0,4.98E-18,1.39E-16,-4.85E-16
0,1679327.833,3.34E-02,0,0.14600001,0,0,-3.38E-16,0,5.00E-18,1.39E-16,-4.82E-16
0,1678978.377,3.60E-02,0,0.145,0,0,-3.35E-16,0,5.02E-18,1.39E-16,-4.79E-16
0,1678631.692,2.80E-02,0,0.144,0,0,-3.32E-16,0,5.04E-18,1.39E-16,-4.75E-16
0,1678287.708,5.81E-02,0,0.143,0,0,-3.28E-16,0,5.06E-18,1.38E-16,-4.72E-16
0,1677946.563,2.99E-02,0,0.142,0,0,-3.25E-16,0,5.08E-18,1.38E-16,-4.68E-16
0,1677607.812,2.92E-02,0,0.14100002,0,0,-3.22E-16,0,5.10E-18,1.38E-16,-4.65E-16
0,1677270.771,2.14E-02,0,0.14,0,0,-3.18E-16,0,5.12E-18,1.38E-16,-4.62E-16
0,1676935.662,2.08E-02,0,0.139,0,0,-3.15E-16,0,5.15E-18,1.38E-16,-4.58E-16
0,1676602.332,2.68E-02,0,0.138,0,0,-3.12E-16,0,5.17E-18,1.38E-16,-4.55E-16
0,1676270.507,2.39E-02,0,0.13699998,0,0,-3.09E-16,0,5.19E-18,1.38E-16,-4.52E-16
0,1675939.775,1.86E-02,0,0.13600002,0,0,-3.05E-16,0,5.21E-18,1.38E-16,-4.48E-16
0,1675610.874,1.50E-02,0,0.135,0,0,-3.02E-16,0,5.23E-18,1.38E-16,-4.45E-16
0,1675282.469,1.22E-02,0,0.134,0,0,-2.99E-16,0,5.25E-18,1.37E-16,-4.41E-16
0,1674955.26,1.28E-02,0,0.133,0,0,-2.95E-16,0,5.27E-18,1.37E-16,-4.38E-16
0,1674628.718,1.42E-02,0,0.13199998,0,0,-2.92E-16,0,5.30E-18,1.37E-16,-4.35E-16
0,1674302.895,1.62E-02,0,0.131,0,0,-2.89E-16,0,5.32E-18,1.37E-16,-4.31E-16
0,1673977.482,1.54E-02,0,0.13,0,0,-2.86E-16,0,5.34E-18,1.37E-16,-4.28E-16
0,1673652.753,1.13E-02,0,0.129,0,0,-2.82E-16,0,5.36E-18,1.37E-16,-4.24E-16
0,1673328.486,9.65E-03,0,0.128,0,0,-2.79E-16,0,5.38E-18,1.37E-16,-4.21E-16
0,1673004.15,1.28E-02,0,0.12699999,0,0,-2.76E-16,0,5.41E-18,1.37E-16,-4.18E-16
0,1672679.934,1.91E-02,0,0.126,0,0,-2.72E-16,0,5.43E-18,1.37E-16,-4.14E-16
0,1672356.128,8.61E-03,0,0.125,0,0,-2.69E-16,0,5.45E-18,1.36E-16,-4.11E-16
0,1672032.101,1.33E-02,0,0.124000005,0,0,-2.66E-16,0,5.47E-18,1.36E-16,-4.08E-16
0,1671708.312,1.05E-02,0,0.12300001,0,0,-2.63E-16,0,5.50E-18,1.36E-16,-4.04E-16
0,1671384.267,1.12E-02,0,0.121999994,0,0,-2.59E-16,0,5.52E-18,1.36E-16,-4.01E-16
0,1671059.88,1.30E-02,0,0.121,0,0,-2.56E-16,0,5.54E-18,1.36E-16,-3.98E-16
0,1670735.151,7.33E-03,0,0.12,0,0,-2.53E-16,0,5.56E-18,1.36E-16,-3.94E-16
0,1670410.2,4.74E-03,0,0.11900001,0,0,-2.49E-16,0,5.59E-18,1.36E-16,-3.91E-16
0,1670084.753,7.37E-03,0,0.118000016,0,0,-2.46E-16,0,5.61E-18,1.36E-16,-3.87E-16
0,1669758.792,8.27E-03,0,0.11699999,0,0,-2.43E-16,0,5.63E-18,1.36E-16,-3.84E-16
0,1669432.473,8.45E-03,0,0.116,0,0,-2.40E-16,0,5.66E-18,1.36E-16,-3.81E-16
0,1669105.47,6.40E-03,0,0.115,0,0,-2.36E-16,0,5.68E-18,1.35E-16,-3.77E-16
0,1668777.714,1.04E-02,0,0.11400001,0,0,-2.33E-16,0,5.70E-18,1.35E-16,-3.74E-16
0,1668449.394,5.18E-03,0,0.11299999,0,0,-2.30E-16,0,5.73E-18,1.35E-16,-3.71E-16
0,1668120.219,1.05E-02,0,0.111999996,0,0,-2.26E-16,0,5.75E-18,1.35E-16,-3.67E-16
0,1667790.189,8.63E-03,0,0.111,0,0,-2.23E-16,0,5.77E-18,1.35E-16,-3.64E-16
0,1667459.646,4.63E-03,0,0.11000001,0,0,-2.20E-16,0,5.80E-18,1.35E-16,-3.61E-16
0,1667127.906,5.62E-03,0,0.10899998,0,0,-2.17E-16,0,5.82E-18,1.35E-16,-3.57E-16
0,1666795.055,9.26E-03,0,0.107999995,0,0,-2.13E-16,0,5.85E-18,1.35E-16,-3.54E-16
0,1666461.451,4.01E-03,0,0.107,0,0,-2.10E-16,0,5.87E-18,1.35E-16,-3.51E-16
0,1666126.872,-2.09E-03,0,0.106,0,0,-2.07E-16,0,5.89E-18,1.35E-16,-3.47E-16
0,1665790.857,6.44E-03,0,0.105000004,0,0,-2.03E-16,0,5.92E-18,1.35E-16,-3.44E-16
0,1665454.158,-1.99E-03,0,0.10399999,0,0,-2.00E-16,0,5.94E-18,1.34E-16,-3.41E-16
0,1665116.262,-2.71E-03,0,0.10299999,0,0,-1.97E-16,0,5.97E-18,1.34E-16,-3.37E-16
0,1664776.827,1.74E-04,0,0.102,0,0,-1.94E-16,0,5.99E-18,1.34E-16,-3.34E-16
0,1664436.537,2.12E-03,0,0.101,0,0,-1.90E-16,0,6.02E-18,1.34E-16,-3.31E-16
0,1664094.537,-7.17E-03,0,0.10000001,0,0,-1.87E-16,0,6.04E-18,1.34E-16,-3.27E-16
0,1663751.511,-2.39E-03,0,0.09899999,0,0,-1.84E-16,0,6.07E-18,1.34E-16,-3.24E-16
0,1663407.288,1.99E-03,0,0.098,0,0,-1.81E-16,0,6.09E-18,1.34E-16,-3.20E-16
0,1663061.355,-5.97E-04,0,0.097,0,0,-1.77E-16,0,6.12E-18,1.34E-16,-3.17E-16
0,1662714.054,1.32E-03,0,0.09600001,0,0,-1.74E-16,0,6.14E-18,1.34E-16,-3.14E-16
0,1662365.214,2.24E-03,0,0.095,0,0,-1.71E-16,0,6.17E-18,1.34E-16,-3.10E-16
0,1662014.835,-1.24E-04,0,0.09399999,0,0,-1.67E-16,0,6.19E-18,1.34E-16,-3.07E-16
0,1661663.174,9.95E-05,0,0.093,0,0,-1.64E-16,0,6.22E-18,1.33E-16,-3.04E-16
0,1661309.717,1.74E-04,0,0.092,0,0,-1.61E-16,0,6.24E-18,1.33E-16,-3.00E-16
0,1660954.396,-2.99E-04,0,0.091000006,0,0,-1.58E-16,0,6.27E-18,1.33E-16,-2.97E-16
0,1660597.929,-7.22E-04,0,0.09,0,0,-1.54E-16,0,6.30E-18,1.33E-16,-2.94E-16
0,1660239.41,-2.59E-03,0,0.088999994,0,0,-1.51E-16,0,6.32E-18,1.33E-16,-2.91E-16
0,1659879.113,-2.64E-03,0,0.088,0,0,-1.48E-16,0,6.35E-18,1.33E-16,-2.87E-16
0,1659517.277,-7.54E-03,0,0.087000005,0,0,-1.45E-16,0,6.38E-18,1.33E-16,-2.84E-16
0,1659153.612,-6.30E-03,0,0.08600001,0,0,-1.41E-16,0,6.40E-18,1.33E-16,-2.81E-16
0,1658788.065,-4.48E-03,0,0.08499999,0,0,-1.38E-16,0,6.43E-18,1.33E-16,-2.77E-16
0,1658420.586,-3.78E-03,0,0.084,0,0,-1.35E-16,0,6.46E-18,1.33E-16,-2.74E-16
0,1658051.226,-2.99E-03,0,0.083,0,0,-1.32E-16,0,6.48E-18,1.33E-16,-2.71E-16
0,1657679.814,-2.07E-03,0,0.08200001,0,0,-1.28E-16,0,6.51E-18,1.32E-16,-2.67E-16
0,1657306.521,-2.12E-03,0,0.081,0,0,-1.25E-16,0,6.54E-18,1.32E-16,-2.64E-16
0,1656931.176,-7.09E-04,0,0.07999999,0,0,-1.22E-16,0,6.56E-18,1.32E-16,-2.61E-16
0,1656553.83,-3.83E-03,0,0.079,0,0,-1.19E-16,0,6.59E-18,1.32E-16,-2.57E-16
0,1656174.33,-3.73E-03,0,0.078,0,0,-1.15E-16,0,6.62E-18,1.32E-16,-2.54E-16
0,1655792.778,-2.81E-03,0,0.077,0,0,-1.12E-16,0,6.65E-18,1.32E-16,-2.51E-16
0,1655409.02,-5.82E-03,0,0.076,0,0,-1.09E-16,0,6.68E-18,1.32E-16,-2.47E-16
0,1655023.038,-5.09E-03,0,0.074999996,0,0,-1.06E-16,0,6.70E-18,1.32E-16,-2.44E-16
0,1654634.817,-3.86E-03,0,0.074,0,0,-1.02E-16,0,6.73E-18,1.32E-16,-2.41E-16
0,1654244.339,-9.23E-03,0,0.07300001,0,0,-9.90E-17,0,6.76E-18,1.32E-16,-2.37E-16
0,1653851.534,-9.65E-03,0,0.072,0,0,-9.57E-17,0,6.79E-18,1.32E-16,-2.34E-16
0,1653456.456,-3.28E-03,0,0.071,0,0,-9.25E-17,0,6.82E-18,1.31E-16,-2.31E-16
0,1653058.881,-1.01E-02,0,0.07,0,0,-8.92E-17,0,6.85E-18,1.31E-16,-2.28E-16
0,1652659.015,-1.34E-02,0,0.069,0,0,-8.60E-17,0,6.88E-18,1.31E-16,-2.24E-16
0,1652256.549,-8.00E-03,0,0.06800001,0,0,-8.27E-17,0,6.90E-18,1.31E-16,-2.21E-16
0,1651851.621,-7.10E-03,0,0.067,0,0,-7.95E-17,0,6.93E-18,1.31E-16,-2.18E-16
